display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Matt Patches,Hollywood.com,"Sizzling performances and large-scale action are outweighed by a clunky script. Dark Knight Rises unleashes tons of ideas, but rarely are any worth caring about.","Full Review
                
                
                    | Original Score: 3/5
                
                |","Jul 18, 2012"
Bill Gibron,PopMatters,It's a masterful end to a truly masterful trilogy.,"| Original Score: 4.5/5
                
                |","Jul 18, 2012"
Maitland McDonagh,Film Journal International,"The third Dark Knight movie once again pits Bruce Wayne/Batman against demons both within and without, raising the emotional stakes without shortchanging viewers who expect spectacular action sequences and creepy villains.",|,"Jul 18, 2012"
Shaun Munro,What Culture,"Sometimes people deserve more. Sometimes people deserve to have their faith rewarded. And with The Dark Knight Rises, Nolan's masterful coda, he has done just that.","| Original Score: 5/5
                
                |","Jul 18, 2012"
Matt Singer,ScreenCrush,"For having the guts to swing for the fences, and having the skills to hit it out of the park at least a couple times, I give Nolan major props.","| Original Score: 8/10
                
                |","Jul 18, 2012"
JimmyO,JoBlo's Movie Network,"From the towering shots of Gotham City to the exhilarating action set pieces, Nolan has crafted a worthy adversary when it comes to award season.","| Original Score: 9/10
                
                |","Jul 18, 2012"
Ben Kenigsberg,Time Out Chicago,"After a wobbly start, The Dark Knight Rises ascends in grand fashion, offering a respite from the digital murk and rote name-checking of the season's other comic-book movies.",|,"Jul 18, 2012"
Simon Foster,sbs.com.au,"The film's poster tagline is more prescient than I am certain it ever intended to be, but it is right; the Legend has well and truly ended.",|,"Jul 18, 2012"
Michael Phillips,Chicago Tribune,"What worked beautifully in ""The Dark Knight"" seems overworked and almost ridiculously grim in ""The Dark Knight Rises.""","| Original Score: 2.5/4
                
                |","Jul 18, 2012"
Rafer Guzman,Newsday,"An epic and then-some send-off to a character, and a franchise, that made it safe for superheroes to get serious.","| Original Score: 3/4
                
                |","Jul 18, 2012"
Lou Lumenick,New York Post,Christopher Nolan's dramatically and emotionally satisfying wrap-up to the Dark Knight trilogy adroitly avoids clichés and gleefully subverts your expectations at every turn.,"| Original Score: 4/4
                
                |","Jul 18, 2012"
Dustin Putman,TheFilmFile.com,"Too much muchness and a belabored last hour are the Caped Crusader's biggest foes here, and the script, overall, just isn't as airtight as ""The Dark Knight."" Does that mean it's not a good picture, though? Hardly.","| Original Score: 3/4
                
                |","Jul 18, 2012"
Roger Moore,Tribune News Service,"It has the summer's best effects, the summer's highest stakes - Gotham City Armageddon - the summer's sexiest villain and the biggest comic book movie thrills and best comic book movie chills of this cinema season.","| Original Score: 3/4
                
                |","Jul 18, 2012"
Cameron Williams,The Popcorn Junkie,An epic final bow,"| Original Score: 4/5
                
                |","Jul 18, 2012"
Blake Howard,2UE That Movie Show,"The reveal of this prestigious final act of the Dark Knight Trilogy will make you cry, it will make you cringe, it will give you goosebumps, and it will demand you to stand and applaud.","| Original Score: 5/5
                
                |","Jul 17, 2012"
Katey Rich,CinemaBlend,"It's sprawling but undeniably engaging, not quite the blast of clever mayhem The Dark Knight was, but no slouch either.","Full Review
                
                
                    | Original Score: 3.5/5
                
                |","Jul 17, 2012"
Roger Ebert,Chicago Sun-Times,"The film begins slowly with a murky plot and too many new characters, but builds to a sensational climax.","| Original Score: 3/4
                
                |","Jul 17, 2012"
Matthew Toomey,ABC Radio (Australia),The Dark Knight Rises has a convoluted plot and struggles to justify its key themes but it's still worth a look as an epic action flick.,"| Original Score: B
                
                |","Jul 17, 2012"
James Verniere,Boston Herald,"The worst offender here is composer Hans Zimmer, who might as well show up at every showing of this film and bang everyone in the audience over the head with his drum set.","| Original Score: B minus
                
                |","Jul 17, 2012"
Julian Roman,MovieWeb,"The Dark Knight Rises is a thundering finale to what is, undoubtedly, the greatest comic adaptation to film.","| Original Score: 4.5/5
                
                |","Jul 17, 2012"
Simon Miraudo,Quickflix,"Nolan can be over-serious at times, but it's so nice to know someone finally treated the material seriously at all.","| Original Score: 4.5/5
                
                |","Jul 17, 2012"
Charlie McCollum,San Jose Mercury News,"As a cop tells a younger partner when Batman first reappears, ""Boy, you're in for a show tonight, son."" And, indeed, it's been quite a show.","| Original Score: 3.5/4
                
                |","Jul 17, 2012"
Bill Goodykoontz,Arizona Republic,"If the film is not quite the achievement ""The Dark Knight"" was -- and maybe that's the real question -- it's still a fitting end to a very ambitious series.","| Original Score: 4/5
                
                |","Jul 17, 2012"
Harvey S. Karten,Compuserve,"Bruce Wayne/Batman opens his scene brooding like Hamlet but rises when the movie becomes full of sound and fury signifying...well, something, more or less.","| Original Score: B-
                
                |","Jul 17, 2012"
Luke Buckmaster,The Daily Review/Crikey,"This is terrorist fiction writ large: bracing, visceral and intensely atmospheric, the loudest and most ferocious post-9/11 movie to come out of Hollywood so far.",|,"Jul 17, 2012"
Steve Persall,Tampa Bay Times,"Indeed, the Dark Knight rises from the physical and psychological traumas of his confrontation with the Joker. Yet the movie devised by director and co-writer Christopher Nolan to wrap up his Batman trilogy mostly hovers, a slave to past glories.","| Original Score: B
                
                |","Jul 17, 2012"
Paul Verhoeven,The Vine,"The Dark Knight Rises not only realistically tackles the physical and emotional ravages and consequences of a being Batman, but also makes the entire three-film story scintillatingly cyclical.","| Original Score: 4.5/5
                
                |","Jul 17, 2012"
James Wigney,Herald Sun (Australia),"The stunning conclusion to director Christopher Nolan's Batman trilogy proves that bigger can be better, with no holds barred as the hugely successful franchise ends with a very big bang.","| Original Score: 4.5/5
                
                |","Jul 17, 2012"
Philippa Hawker,The Age (Australia),"It doesn't have quite the emotional intensity of the second movie, The Dark Knight, but it's a powerful, intricately constructed work, thoughtful, visceral and satisfying.","| Original Score: 4/5
                
                |","Jul 17, 2012"
James Berardinelli,ReelViews,"The Dark Knight Rises ultimately justifies its length (in fact, a good argument could be made for a longer cut) and the last 45 minutes is nothing short of spectacular.","| Original Score: 3.5/4
                
                |","Jul 17, 2012"
Elliott Noble,Sky Cinema,The action too often feels shoehorned in to break up the (far from universally compelling) character arcs as Nolan and his sibling co-writer Jonathan draw everything to a cathartic close.,|,"Jul 17, 2012"
Mark Bell,Film Threat,"Unlike The Amazing Spider-Man, which loses luster the longer I think on it, The Dark Knight Rises seems to gain more of my admiration with each passing minute.","| Original Score: 4/5
                
                |","Jul 17, 2012"
Tricia Olszewski,Washington City Paper,"Nolan exits the trilogy triumphant; it's just that, in some ways, he pales in comparison to himself.","Full Review
                
                
                |","Jul 17, 2012"
Matthew Pejkovic,Matt's Movie Reviews,"Simply speaking this is a film that deals with good vs. evil, yet it's the grey between the black and white that makes this superhero movie such a provocative and entertaining watch.","| Original Score: 5/5
                
                |","Jul 17, 2012"
Lisa Schwarzbaum,Entertainment Weekly,"Chaos reigns for much of The Dark Knight Rises, often in big, beautiful, IMAX-size scenes that only Nolan could have conceived.","Full Review
                
                
                    | Original Score: B
                
                |","Jul 17, 2012"
Peter Canavese,Groucho Reviews,"The Nolans consider the issues of the day...explore the role of legendary heroes (from Robin Hood to Batman and Robin) in galvanizing the public, and labor mightily to ensure that how their Batman ends dovetails with 2005’s Batman Begins.","| Original Score: 3.5/4
                
                |","Jul 17, 2012"
Nick Pinkerton,Village Voice,"The history of Batman's burden is, however, increasingly cumbersome, and it's Mr. Bane who finally makes the pertinent point: ""Gotham is beyond saving and must be allowed to die.""","Full Review
                
                
                |","Jul 17, 2012"
Kirk Honeycutt,honeycuttshollywood.com,"This film really is, arguably of course, the conclusion of the best film trilogy in popular cinema.","| Original Score: 9/10
                
                |","Jul 17, 2012"
Matthew Lickona,San Diego Reader,"Sometimes, it works, but often, it doesn't, and the honest interaction of characters is ground under the wheels of storytelling necessity.","| Original Score: 1/5
                
                |","Jul 17, 2012"
Garry Maddox,Sydney Morning Herald,"With a pulsating final installment that runs to almost three hours, Christopher Nolan has conjured up that most difficult of tricks -- matching the high expectations of dedicated Batman fans and delivering a Hollywood blockbuster with credibility.","| Original Score: 4/5
                
                |","Jul 17, 2012"
Tom Clift,Moviedex,"There are too many logic gaps, and far too few moments of intimacy. In the midst of things, however, there's no denying its grandeur.","| Original Score: 3.5/5
                
                |","Jul 17, 2012"
Alonso Duralde,TheWrap,"""Merely great"" feels like the most backhanded of compliments, but when a filmmaker is coming off a one-two punch of pop masterpieces like The Dark Knight and Inception, expectations get invariably raised for what comes next.",|,"Jul 17, 2012"
Peter Howell,Toronto Star,"This Knight not only rises, it also cuts deep -- not just as spectacular entertainment but also as harrowing drama.","| Original Score: 4/4
                
                |","Jul 17, 2012"
Joanna Langfield,The Movie Minute,"An antidote to comic book escapism, Christopher Nolan's take on Batman has never taken the easy road. Now, in the final chapter in the promised trilogy, the going is still tough. And the rewards are great.",|,"Jul 17, 2012"
Andrew L. Urban,Urban Cinefile,".. it's a ticking bomb story, but a bloated one, full of the bling of blockbuster superhero filmmaking, from the giant stunts to the choreographed fight sequences and the large scale destruction of bridges, streets, and entire fleets of police vehicles.",|,"Jul 17, 2012"
Louise Keller,Urban Cinefile,"Anne Hathaway is the best thing in this tediously overlong, disappointing final chapter of Christopher Nolan's Batman Trilogy",|,"Jul 17, 2012"
Devin Faraci,Birth.Movies.Death.,"The whole movie feels so like a series of contradictions - bloated and long yet rushed, deeply serious yet utterly silly, politically minded yet ultimately vapid - that being both wildly entertaining and a bad movie would be exactly right for it.",|,"Jul 17, 2012"
Avi Offer,NYC Movie Guru,"Smartly-written, riveting and profoundly human with Oscar-caliber performances. It's the most emotionally and intellectually rewarding blockbuster in years, and thus far the best American film of 2012.","| Original Score: 9.85/10
                
                |","Jul 16, 2012"
David Fear,Time Out,My faith that a truly important piece can be gleaned from these tales of costumed champions has been broken.,"| Original Score: 3/5
                
                |","Jul 16, 2012"
Joe Morgenstern,Wall Street Journal,"It's spectacular, to be sure, but also remarkable for its all-encompassing gloom.","Full Review
                
                
                |","Jul 16, 2012"
MaryAnn Johanson,Flick Filosopher,"This may be the darkest, the grimmest, the most depressing summer popcorn movie ever. It is not summery. It is not popcorny... This is a beast of a film... a beast that has us all in its red and rageful glare.",|,"Jul 16, 2012"
Christopher Tookey,Daily Mail (UK),"The bad news is that it lasts two hours 45 minutes, which is astonishingly bloated -- and unforgivable in a film that spends a long, ponderous hour getting started.","| Original Score: 2/5
                
                |","Jul 16, 2012"
Christy Lemire,Associated Press,"This is the problem when you're an exceptional, visionary filmmaker. When you give people something extraordinary, they expect it every time. Anything short of that feels like a letdown.",|,"Jul 16, 2012"
Alistair Harkness,Scotsman,"The Dark Knight Rises is a big, bold and occasionally brilliant piece of blockbuster filmmaking.","| Original Score: 4/5
                
                |","Jul 16, 2012"
Glenn Kenny,MSN Movies,"The Dark Knight Rises only rarely starts to tremor under the weight of its own portent, and is not without its own sly humor. Well done.","| Original Score: 4/5
                
                |","Jul 16, 2012"
Richard Schickel,Truthdig,"The Dark Knight Rises simply wanders fecklessly to some kind of a conclusion, aspiring, sometimes, to a tragic note but mostly out for a good time, which it rarely achieves.",|,"Jul 16, 2012"
Scott A. Mantz,Access Hollywood,"The crowning achievement of the Batman trilogy and the biggest, best, most exciting Batman of them all.","| Original Score: 5/5
                
                |","Jul 16, 2012"
Kate Muir,Times (UK),"The most anticipated movie of the summer is as ambitious and bombastic as they get, with widescreen mayhem, thousands of extras, hyper-kinetic effects, and a roiling, twisting plot.","| Original Score: 4/5
                
                |","Jul 16, 2012"
David Edwards,Daily Mirror (UK),"Bleak, black and brilliant.","| Original Score: 5/5
                
                |","Jul 16, 2012"
Richard Corliss,TIME Magazine,"For once a melodrama with pulp origins convinces viewers that it can be the modern equivalent to Greek myths or a Jonathan Swift satire. TDKR is that big, that bitter -- a film of grand ambitions and epic achievement.",|,"Jul 16, 2012"
Emanuel Levy,EmanuelLevy.Com,"The most thrilling and satisfying spectacle this summer, Nolan's third and final chapter of the blockbuster saga is the kind of movie that gives mainstream Hollywood a good name.","| Original Score: A-
                
                |","Jul 16, 2012"
James Rocchi,Movies.com,"The Dark Knight Rises feels like a hustle-filled but ultimately cursory trot around the bases, a pleasing but slightly wheezy victory lap as we raise the Bat-jersey, as Nolan tailored it, to the rafters of the pop-culture arena.","Full Review
                
                
                    | Original Score: 3/5
                
                |","Jul 16, 2012"
James Mottram,The List,"Emotional, epic and entertaining, this is the end you've been waiting for.","| Original Score: 5/5
                
                |","Jul 16, 2012"
Peter Travers,Rolling Stone,"Potent and provocative, The Dark Knight Rises is the King Daddy of summer movie epics.","| Original Score: 3.5/4
                
                |","Jul 16, 2012"
Simon Reynolds,Digital Spy,"The Dark Knight Rises is intelligent, heart-pounding spectacle cinema that grips like a vice from minute one and won't let go.","| Original Score: 5/5
                
                |","Jul 16, 2012"
Xan Brooks,Guardian,"The dark knight duly rises for the bruising final stanza in Christopher Nolan's Batman trilogy, a satisfying saga of revolution and redemption that ends the tale on a note of thunder.","| Original Score: 4/5
                
                |","Jul 16, 2012"
Robbie Collin,Daily Telegraph (UK),"After a breathless, bravura final act, a nuclear payload of catharsis brings The Dark Knight Rises, and the Batman legend, to a ferociously satisfying climax.","Full Review
                
                
                    | Original Score: 5/5
                
                |","Jul 16, 2012"
Marshall Fine,Hollywood & Fine,"At times, the action is so massive and thunderously clunky that I might as well have been watching one of the Transformers movies.",|,"Jul 16, 2012"
Tim Grierson,Screen International,The film suffers a bit from a glut of new characters but is helped along by Nolan's continued insistence on emotional resonance over mindless spectacle.,"Full Review
                
                
                |","Jul 16, 2012"
Susan Granger,SSG Syndicate,"Tense, terrific - and triumphant - it's the best action-adventure of the summer!","| Original Score: 10/10
                
                |","Jul 16, 2012"
David Poland,Movie City News,The Dark Knight Rises is the movie a filmmaker makes after they have earned the freedom to break the mold and to reach for something bigger than the franchise.,|,"Jul 16, 2012"
Amy Nicholson,Boxoffice Magazine,"A fine film in a strong summer, but it lacks the spark that made its immediate predecessor a masterpiece.","Full Review
                
                
                    | Original Score: 3.5/5
                
                |","Jul 16, 2012"
Eric Kohn,indieWire,"...a spectacular noir epic that's equal parts murky, bloated, flashy and triumphantly cinematic.",|,"Jul 16, 2012"
Justin Chang,Variety,Retains the moral urgency and serious-minded pulp instincts that have made the Warners franchise a beacon of integrity in an increasingly comicbook-driven Hollywood universe.,"Full Review
                
                
                |","Jul 16, 2012"
Todd McCarthy,Hollywood Reporter,"Big-time Hollywood filmmaking at its most massively accomplished, this last installment of Christopher Nolan's Batman trilogy makes everything in the rival Marvel universe look thoroughly silly and childish.",|,"Jul 16, 2012"
Nev Pierce,Empire Magazine,A fitting epitaph for the hero Gotham deserves.,"Full Review
                
                
                    | Original Score: 5/5
                
                |","Jul 16, 2012"
Tom Huddleston,Time Out,"The way the various strands tie up is a mite predictable, but it's satisfying nonetheless.","| Original Score: 4/5
                
                |","Jul 16, 2012"
Matthew Leyland,Total Film,"A smart, stirring spectacle that faces down impossible expectations to pull off a hugely satisfying end to business.","| Original Score: 5/5
                
                |","Jul 16, 2012"
Bruce Kirkland,Jam! Movies,The Dark Knight Rises is a spectacular and thrilling conclusion to Christopher Nolan's Batman trilogy.,"Full Review
                
                
                    | Original Score: 5/5
                
                |","Jul 16, 2012"
Drew McWeeny,HitFix,"Whoever Warner Bros hires to reboot the 'Batman' films a few years from now, I wish you luck. The bar is as high as it could possibly be.","| Original Score: A
                
                |","Jul 16, 2012"
Jim Vejvoda,IGN Movies,The Dark Knight Rises is a fitting emotional and narrative conclusion to this particular interpretation of the enduring story of Bruce Wayne the man and Batman the legend.,"| Original Score: 9 out of 10
                
                |","Jul 16, 2012"
Edward Douglas,ComingSoon.net,Having a director with such a strong vision and conviction makes Nolan's Batman finale pay off at least as a bookend to Batman Begins.,"| Original Score: 8/10
                
                |","Jul 16, 2012"
Todd Gilchrist,The Playlist,"""The Dark Knight Rises"" is emotionally inspiring, aesthetically significant and critically important for America itself - as a mirror of both sober reflection and resilient hope.","Full Review
                
                
                    | Original Score: A
                
                |","Jul 16, 2012"
